minute,event_med_pct,rest_med_pct
366,0.2339690838093489,0.010837389740137038
367,0.2186400748701134,0.01978207243887864
368,0.2156083537667941,0.051212480661466664
369,0.22997835497835517,0.035375355304934075
370,0.22406358332629495,0.046499959114332245
371,0.21306818181818787,0.03473605437224192
372,0.20815180559587976,0.026064035310702227
373,0.1839481072707816,0.027795574791278366
374,0.19138671055605183,0.045521196392683816
375,0.2553436147186172,0.03305902039946185
376,0.22659632034631727,0.030732665307753315
377,0.22152326839826042,0.03722635483153214
378,0.20824798579814896,0.044487467082499066
379,0.20352083131636167,0.06470275799441705
380,0.2526287040830244,0.015129567598892724
381,0.28070887445887927,0.018278022494400137
382,0.2748190632254621,0.029162007048189054
383,0.2851718564152561,0.044908472213101014
384,0.2729573942480856,0.03804448414119754
385,0.2836317057549831,0.028511311767986935
386,0.29201866479613425,0.027769044099290596
387,0.28515660739882875,0.04868793755786749
388,0.31489218945379704,0.04664766671722553
389,0.1839481072707816,0.03842999629315447
